,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
type_age,people_vaccinated_per_hundred_0-19,people_vaccinated_per_hundred_20-29,people_vaccinated_per_hundred_30-39,people_vaccinated_per_hundred_40-49,people_vaccinated_per_hundred_50-59,people_vaccinated_per_hundred_60-69,people_vaccinated_per_hundred_70-79,people_vaccinated_per_hundred_80+,people_fully_vaccinated_per_hundred_0-19,people_fully_vaccinated_per_hundred_20-29,people_fully_vaccinated_per_hundred_30-39,people_fully_vaccinated_per_hundred_40-49,people_fully_vaccinated_per_hundred_50-59,people_fully_vaccinated_per_hundred_60-69,people_fully_vaccinated_per_hundred_70-79,people_fully_vaccinated_per_hundred_80+,people_with_booster_per_hundred_0-19,people_with_booster_per_hundred_20-29,people_with_booster_per_hundred_30-39,people_with_booster_per_hundred_40-49,people_with_booster_per_hundred_50-59,people_with_booster_per_hundred_60-69,people_with_booster_per_hundred_70-79,people_with_booster_per_hundred_80+
11/16/21,73.89,77.67,84.84,77.49,61.95,44.01,18.14,26.12,71.47,75.56,83.1,75.8,59.94,41.78,16.27,20.19,0.08,0.2,0.46,0.58,2.61,1.94,0.63,0.01
11/17/21,73.9,77.68,84.85,77.51,61.98,44.05,18.17,26.14,71.47,75.56,83.11,75.82,59.98,41.83,16.32,20.19,0.08,0.2,0.46,0.59,2.67,2.0,0.66,0.01
11/18/21,73.98,77.76,84.92,77.58,62.07,44.17,18.25,26.19,71.52,75.61,83.16,75.88,60.08,41.98,16.42,20.2,0.09,0.24,0.53,0.67,2.93,2.23,0.72,0.01
11/19/21,74.06,77.85,84.99,77.65,62.16,44.28,18.32,26.26,71.57,75.67,83.22,75.94,60.18,42.11,16.51,20.22,0.1,0.27,0.58,0.73,3.2,2.45,0.79,0.01
11/20/21,74.18,77.97,85.08,77.74,62.25,44.35,18.37,26.29,71.65,75.75,83.29,76.01,60.27,42.19,16.56,20.23,0.12,0.3,0.65,0.82,3.46,2.61,0.83,0.01
11/21/21,74.25,78.04,85.13,77.79,62.29,44.38,18.39,26.3,71.7,75.8,83.33,76.05,60.31,42.23,16.58,20.23,0.13,0.34,0.71,0.89,3.6,2.68,0.85,0.01
11/22/21,74.32,78.1,85.18,77.85,62.37,44.49,18.46,26.32,71.75,75.84,83.37,76.1,60.39,42.34,16.65,20.23,0.15,0.38,0.78,0.96,3.86,2.88,0.92,0.01
11/23/21,74.37,78.16,85.23,77.9,62.45,44.57,18.53,26.32,71.78,75.88,83.41,76.15,60.47,42.44,16.73,20.23,0.18,0.46,0.95,1.19,4.08,3.06,0.98,0.01
11/24/21,74.38,78.17,85.25,77.93,62.49,44.62,18.57,26.35,71.79,75.89,83.42,76.17,60.5,42.49,16.77,20.24,0.19,0.47,0.98,1.25,4.15,3.13,1.01,0.01
11/25/21,74.47,78.26,85.32,78.0,62.58,44.74,18.67,26.4,71.83,75.94,83.47,76.22,60.59,42.62,16.87,20.25,0.23,0.58,1.21,1.52,4.42,3.37,1.08,0.01
11/26/21,74.57,78.36,85.41,78.08,62.68,44.86,18.75,26.47,71.88,75.99,83.52,76.29,60.68,42.72,16.94,20.26,0.27,0.68,1.4,1.77,4.68,3.61,1.16,0.01
11/27/21,74.72,78.5,85.52,78.19,62.79,44.96,18.83,26.51,71.97,76.07,83.6,76.36,60.77,42.81,17.01,20.27,0.35,0.82,1.68,2.08,4.92,3.78,1.22,0.01
11/28/21,74.84,78.61,85.6,78.27,62.86,45.02,18.87,26.53,72.03,76.14,83.65,76.41,60.82,42.85,17.03,20.27,0.42,0.96,1.94,2.36,5.08,3.88,1.26,0.02
11/29/21,74.94,78.7,85.67,78.35,63.0,45.22,19.03,26.56,72.08,76.18,83.7,76.46,60.9,42.97,17.11,20.28,0.46,1.06,2.13,2.59,5.33,4.11,1.34,0.02
11/30/21,75.04,78.8,85.76,78.45,63.13,45.41,19.18,26.56,72.12,76.23,83.74,76.51,60.98,43.07,17.18,20.28,0.51,1.16,2.31,2.81,5.56,4.32,1.41,0.02
12/1/21,75.05,78.81,85.77,78.47,63.18,45.49,19.26,26.6,72.13,76.23,83.75,76.53,61.01,43.13,17.23,20.28,0.52,1.17,2.35,2.87,5.63,4.38,1.44,0.02
12/2/21,75.1,78.87,85.82,78.53,63.28,45.63,19.38,26.69,72.17,76.28,83.79,76.58,61.09,43.24,17.29,20.29,0.57,1.27,2.55,3.1,5.85,4.58,1.51,0.02
12/3/21,75.15,78.93,85.88,78.61,63.39,45.79,19.54,26.8,72.23,76.35,83.86,76.65,61.18,43.34,17.36,20.31,0.61,1.36,2.72,3.31,6.06,4.77,1.56,0.02
12/4/21,75.22,79.01,85.95,78.68,63.48,45.9,19.64,26.87,72.32,76.44,83.93,76.72,61.25,43.41,17.41,20.32,0.69,1.48,2.94,3.53,6.25,4.91,1.61,0.02
12/5/21,75.27,79.06,86.0,78.73,63.53,45.96,19.7,26.89,72.38,76.51,83.98,76.77,61.3,43.44,17.44,20.32,0.76,1.6,3.15,3.72,6.36,4.98,1.64,0.03
12/6/21,75.31,79.11,86.04,78.78,63.63,46.11,19.83,26.92,72.43,76.56,84.03,76.82,61.38,43.54,17.5,20.33,0.8,1.68,3.31,3.89,6.54,5.15,1.7,0.03
12/7/21,75.36,79.16,86.09,78.84,63.71,46.23,19.97,26.93,72.47,76.6,84.06,76.86,61.46,43.63,17.57,20.33,0.84,1.76,3.46,4.06,6.72,5.31,1.76,0.03
12/8/21,75.37,79.17,86.11,78.87,63.76,46.29,20.06,26.95,72.47,76.61,84.08,76.88,61.49,43.68,17.61,20.33,0.85,1.78,3.5,4.12,6.77,5.36,1.78,0.03
12/9/21,75.43,79.23,86.15,78.93,63.84,46.4,20.18,27.01,72.54,76.67,84.13,76.94,61.57,43.77,17.67,20.34,0.9,1.87,3.67,4.31,6.96,5.53,1.84,0.03
12/10/21,75.48,79.29,86.21,78.99,63.93,46.52,20.29,27.1,72.6,76.75,84.2,77.01,61.65,43.87,17.74,20.36,0.95,1.95,3.81,4.47,7.14,5.69,1.88,0.03
12/11/21,75.55,79.35,86.26,79.05,64.0,46.59,20.36,27.14,72.71,76.85,84.28,77.1,61.73,43.95,17.79,20.37,1.01,2.05,3.99,4.66,7.3,5.8,1.91,0.03
12/12/21,75.61,79.41,86.3,79.08,64.03,46.62,20.38,27.16,72.78,76.92,84.34,77.14,61.78,43.98,17.81,20.37,1.07,2.16,4.16,4.82,7.39,5.86,1.93,0.03
12/13/21,75.65,79.45,86.35,79.13,64.1,46.72,20.46,27.19,72.84,76.98,84.39,77.19,61.86,44.08,17.89,20.38,1.12,2.25,4.32,4.99,7.56,6.0,1.98,0.04
12/14/21,75.7,79.49,86.39,79.18,64.17,46.8,20.54,27.2,72.88,77.03,84.43,77.24,61.93,44.17,17.95,20.38,1.16,2.33,4.46,5.15,7.72,6.14,2.02,0.04
12/15/21,75.71,79.51,86.41,79.2,64.2,46.85,20.59,27.25,72.89,77.04,84.44,77.26,61.96,44.21,17.99,20.39,1.17,2.35,4.5,5.2,7.78,6.19,2.03,0.04
12/16/21,75.76,79.56,86.45,79.25,64.27,46.94,20.68,27.32,72.96,77.11,84.5,77.33,62.05,44.32,18.07,20.4,1.23,2.44,4.68,5.39,7.97,6.37,2.1,0.04
12/17/21,75.82,79.61,86.49,79.29,64.33,47.01,20.75,27.4,73.03,77.19,84.57,77.4,62.14,44.42,18.14,20.42,1.29,2.52,4.82,5.56,8.15,6.51,2.14,0.04
12/18/21,75.89,79.68,86.54,79.34,64.37,47.05,20.79,27.46,73.16,77.31,84.67,77.49,62.22,44.5,18.19,20.44,1.37,2.63,5.0,5.73,8.29,6.6,2.17,0.05
12/19/21,75.94,79.72,86.57,79.36,64.39,47.06,20.8,27.5,73.26,77.4,84.73,77.55,62.28,44.55,18.23,20.44,1.44,2.72,5.15,5.88,8.39,6.65,2.18,0.05
12/20/21,75.99,79.75,86.6,79.4,64.44,47.12,20.86,27.56,73.34,77.47,84.79,77.61,62.37,44.67,18.31,20.45,1.5,2.8,5.28,6.02,8.54,6.76,2.22,0.05
12/21/21,76.03,79.79,86.63,79.42,64.47,47.17,20.93,27.57,73.42,77.53,84.84,77.66,62.44,44.76,18.36,20.45,1.56,2.86,5.4,6.14,8.65,6.83,2.24,0.05
12/22/21,76.04,79.8,86.64,79.45,64.5,47.22,20.99,27.66,73.42,77.54,84.85,77.69,62.49,44.82,18.42,20.46,1.57,2.88,5.44,6.19,8.7,6.89,2.26,0.06
12/23/21,76.1,79.85,86.69,79.5,64.58,47.31,21.09,27.71,73.48,77.6,84.91,77.76,62.59,44.95,18.52,20.47,1.65,2.96,5.59,6.36,8.88,7.05,2.31,0.06
12/24/21,76.15,79.9,86.73,79.55,64.64,47.38,21.13,27.75,73.52,77.65,84.96,77.82,62.68,45.06,18.59,20.48,1.71,3.03,5.71,6.51,9.04,7.17,2.34,0.06
12/25/21,76.2,79.94,86.77,79.6,64.68,47.41,21.15,27.79,73.57,77.71,85.01,77.88,62.75,45.12,18.64,20.49,1.77,3.11,5.86,6.66,9.16,7.24,2.36,0.07
12/26/21,76.24,79.98,86.8,79.63,64.71,47.43,21.16,27.82,73.63,77.77,85.07,77.94,62.81,45.18,18.67,20.5,1.83,3.18,5.99,6.79,9.26,7.28,2.37,0.07
12/27/21,76.28,80.01,86.82,79.65,64.73,47.44,21.17,27.89,73.7,77.84,85.12,77.99,62.88,45.28,18.74,20.52,1.9,3.25,6.11,6.9,9.34,7.34,2.39,0.08
12/28/21,76.34,80.07,86.87,79.7,64.79,47.52,21.23,27.91,73.79,77.94,85.21,78.1,63.05,45.51,18.91,20.52,2.0,3.35,6.3,7.12,9.56,7.5,2.44,0.08
12/29/21,76.35,80.1,86.9,79.73,64.84,47.59,21.29,27.98,73.8,77.96,85.24,78.14,63.12,45.62,19.02,20.54,2.02,3.37,6.35,7.19,9.64,7.57,2.46,0.08
12/30/21,76.42,80.17,86.96,79.8,64.92,47.71,21.38,28.03,73.85,78.02,85.29,78.2,63.22,45.77,19.17,20.6,2.1,3.46,6.53,7.39,9.85,7.72,2.5,0.09
12/31/21,76.48,80.24,87.02,79.87,65.01,47.8,21.46,28.07,73.89,78.07,85.34,78.26,63.31,45.89,19.27,20.65,2.17,3.55,6.68,7.57,10.01,7.86,2.54,0.09
1/1/22,76.58,80.37,87.13,79.97,65.11,47.9,21.53,28.11,73.93,78.11,85.37,78.3,63.36,45.93,19.3,20.69,2.25,3.67,6.88,7.76,10.11,7.92,2.55,0.1
1/2/22,76.69,80.5,87.23,80.06,65.23,48.02,21.64,28.15,73.99,78.17,85.42,78.35,63.41,45.99,19.35,20.72,2.35,3.82,7.15,8.03,10.22,7.99,2.58,0.11
1/3/22,76.84,80.68,87.4,80.29,65.64,48.61,22.13,28.18,74.05,78.23,85.47,78.41,63.51,46.13,19.48,20.74,2.48,4.0,7.47,8.41,10.48,8.2,2.64,0.12
1/4/22,76.99,80.88,87.58,80.51,66.04,49.19,22.65,28.22,74.1,78.28,85.52,78.47,63.58,46.25,19.6,20.75,2.65,4.21,7.83,8.78,10.74,8.4,2.72,0.14
1/5/22,77.16,81.09,87.78,80.72,66.41,49.74,23.19,28.26,74.12,78.3,85.54,78.5,63.64,46.32,19.68,20.77,2.82,4.44,8.21,9.19,11.01,8.61,2.78,0.15
1/6/22,77.33,81.3,87.97,80.94,66.77,50.3,23.77,28.34,74.18,78.36,85.59,78.56,63.72,46.43,19.81,20.81,3.02,4.69,8.61,9.61,11.29,8.82,2.86,0.17
1/7/22,77.51,81.56,88.22,81.19,67.17,50.85,24.31,28.42,74.25,78.43,85.65,78.63,63.8,46.54,19.93,20.87,3.22,4.95,9.04,10.04,11.56,9.03,2.92,0.18
1/8/22,77.68,81.78,88.43,81.41,67.46,51.22,24.69,28.48,74.33,78.5,85.72,78.69,63.88,46.62,20.03,20.9,3.38,5.16,9.4,10.38,11.75,9.17,2.97,0.19
1/9/22,77.85,81.97,88.58,81.55,67.61,51.4,24.87,28.52,74.38,78.55,85.75,78.73,63.91,46.65,20.06,20.91,3.55,5.38,9.76,10.7,11.9,9.26,2.99,0.2
1/10/22,78.02,82.18,88.79,81.79,68.03,52.01,25.47,28.57,74.43,78.6,85.8,78.78,63.99,46.73,20.14,20.93,3.75,5.67,10.23,11.18,12.22,9.52,3.08,0.21
1/11/22,78.18,82.37,88.99,82.02,68.44,52.6,26.08,28.62,74.48,78.64,85.84,78.83,64.04,46.82,20.23,20.94,3.93,5.96,10.68,11.62,12.57,9.8,3.15,0.23
1/12/22,78.34,82.58,89.17,82.23,68.81,53.14,26.61,28.68,74.5,78.66,85.86,78.85,64.09,46.88,20.3,20.98,4.11,6.24,11.12,12.06,12.9,10.05,3.22,0.24
1/13/22,78.51,82.8,89.36,82.44,69.16,53.65,27.14,28.82,74.55,78.71,85.9,78.9,64.16,46.96,20.4,21.04,4.29,6.56,11.61,12.52,13.22,10.27,3.29,0.25
1/14/22,78.7,83.06,89.6,82.68,69.51,54.13,27.59,28.95,74.6,78.76,85.95,78.96,64.22,47.04,20.47,21.11,4.48,6.85,12.08,12.96,13.53,10.49,3.36,0.27
1/15/22,78.87,83.29,89.81,82.87,69.77,54.45,27.9,29.02,74.67,78.82,86.0,79.01,64.27,47.08,20.52,21.15,4.62,7.09,12.46,13.29,13.72,10.63,3.4,0.29
1/16/22,79.02,83.46,89.95,83.0,69.91,54.59,28.03,29.07,74.71,78.86,86.04,79.04,64.3,47.1,20.54,21.18,4.8,7.35,12.82,13.59,13.86,10.71,3.43,0.29
1/17/22,79.19,83.67,90.15,83.21,70.26,55.07,28.49,29.13,74.75,78.9,86.06,79.08,64.35,47.16,20.6,21.22,4.97,7.64,13.28,14.04,14.2,10.96,3.51,0.3
1/18/22,79.34,83.85,90.32,83.4,70.58,55.5,28.91,29.19,74.79,78.93,86.1,79.11,64.4,47.22,20.67,21.24,5.12,7.92,13.73,14.47,14.52,11.2,3.58,0.32
1/19/22,79.49,84.04,90.49,83.6,70.87,55.9,29.31,29.26,74.81,78.95,86.12,79.14,64.44,47.28,20.73,21.27,5.29,8.22,14.17,14.89,14.82,11.44,3.64,0.33
1/20/22,79.65,84.25,90.66,83.79,71.15,56.3,29.73,29.47,74.86,78.99,86.16,79.19,64.51,47.38,20.83,21.34,5.46,8.53,14.65,15.35,15.12,11.65,3.71,0.34
1/21/22,79.85,84.53,90.93,84.04,71.5,56.74,30.19,29.69,74.9,79.05,86.21,79.24,64.58,47.46,20.91,21.41,5.65,8.86,15.17,15.84,15.44,11.88,3.78,0.36
1/22/22,80.03,84.76,91.14,84.22,71.73,57.03,30.46,29.84,74.98,79.14,86.28,79.31,64.65,47.52,20.95,21.47,5.82,9.13,15.59,16.21,15.65,12.01,3.82,0.38
1/23/22,80.19,84.93,91.28,84.34,71.86,57.17,30.59,30.02,75.06,79.22,86.34,79.37,64.71,47.57,20.99,21.5,6.02,9.43,16.0,16.54,15.83,12.11,3.85,0.39
1/24/22,80.38,85.16,91.49,84.56,72.19,57.61,31.05,30.23,75.13,79.29,86.41,79.44,64.83,47.73,21.09,21.53,6.23,9.74,16.48,17.03,16.22,12.38,3.96,0.41
1/25/22,80.55,85.37,91.69,84.77,72.5,58.0,31.46,30.45,75.21,79.38,86.48,79.52,64.98,47.91,21.23,21.57,6.4,10.03,16.95,17.49,16.56,12.64,4.03,0.43
1/26/22,80.73,85.57,91.87,84.96,72.75,58.32,31.86,30.67,75.3,79.48,86.56,79.61,65.12,48.08,21.37,21.63,6.62,10.38,17.47,18.0,16.91,12.89,4.1,0.44
1/27/22,80.9,85.76,92.03,85.12,72.98,58.6,32.15,30.97,75.39,79.6,86.65,79.7,65.26,48.26,21.52,21.74,6.89,10.79,18.09,18.57,17.27,13.13,4.17,0.47
1/28/22,81.08,85.97,92.23,85.31,73.23,58.91,32.45,31.24,75.52,79.76,86.78,79.81,65.42,48.44,21.67,21.84,7.15,11.19,18.68,19.09,17.6,13.35,4.24,0.5
1/29/22,81.24,86.16,92.38,85.46,73.41,59.11,32.64,31.42,75.68,79.92,86.91,79.93,65.53,48.57,21.77,21.91,7.41,11.57,19.2,19.52,17.81,13.46,4.28,0.52
1/30/22,81.4,86.32,92.5,85.56,73.5,59.19,32.71,31.47,75.8,80.05,87.0,80.03,65.64,48.66,21.86,21.92,7.66,11.98,19.69,19.89,17.97,13.54,4.3,0.52
1/31/22,81.42,86.35,92.55,85.61,73.57,59.27,32.8,81.42,75.81,80.07,87.03,80.08,65.74,48.81,21.99,75.81,7.68,12.01,19.75,19.96,18.02,13.57,4.31,7.68
2/1/22,86.35,92.55,85.61,73.57,59.27,32.8,31.47,81.42,80.07,87.03,80.08,65.74,48.81,21.99,21.92,75.81,12.01,19.75,19.96,18.02,13.57,4.31,0.52,7.68
2/2/22,86.35,92.55,85.61,73.57,59.27,32.8,31.63,81.53,80.07,87.03,80.08,65.74,48.81,21.99,21.96,75.83,12.01,19.75,19.96,18.02,13.57,4.31,0.54,7.88
2/3/22,86.47,92.66,85.72,73.68,59.36,32.86,31.77,81.66,80.09,87.05,80.09,65.76,48.84,22.02,22.02,76.03,12.29,20.14,20.27,18.19,13.66,4.33,0.56,8.1
2/4/22,86.65,92.83,85.9,73.99,59.69,33.14,31.91,81.8,80.33,87.27,80.33,66.17,49.42,22.51,22.1,76.2,12.62,20.61,20.73,18.52,13.85,4.39,0.58,8.32
2/5/22,86.8,92.98,86.07,74.23,59.99,33.41,32.05,81.92,80.54,87.45,80.52,66.45,49.77,22.81,22.17,76.34,12.95,21.07,21.15,18.81,14.01,4.44,0.6,8.55
2/6/22,86.94,93.11,86.19,74.37,60.14,33.53,32.3,82.08,80.7,87.59,80.66,66.62,49.97,22.99,22.24,76.5,13.32,21.55,21.54,19.04,14.14,4.47,0.62,8.84
2/7/22,87.15,93.32,86.44,74.82,60.78,34.12,32.56,82.25,80.92,87.81,80.91,67.08,50.62,23.62,22.32,76.63,13.73,22.18,22.14,19.54,14.5,4.58,0.64,9.11
2/8/22,87.36,93.56,86.75,75.36,61.56,34.86,32.83,82.47,81.12,88.01,81.17,67.56,51.35,24.31,22.38,76.77,14.14,22.78,22.81,20.08,14.92,4.7,0.66,9.41
2/9/22,87.67,93.9,87.18,76.19,62.75,35.93,33.06,82.7,81.3,88.19,81.38,67.94,51.92,24.89,22.42,76.92,14.57,23.4,23.4,20.57,15.25,4.8,0.68,9.72
2/10/22,88.01,94.25,87.64,77.01,63.98,37.07,33.3,82.95,81.53,88.39,81.61,68.34,52.51,25.46,22.5,77.11,15.01,24.05,24.04,21.06,15.62,4.9,0.71,10.01
2/11/22,88.4,94.64,88.12,77.84,65.2,38.2,33.56,83.16,81.82,88.68,81.9,68.78,53.12,26.01,22.61,77.32,15.47,24.71,24.68,21.57,15.98,5.01,0.73,10.27
2/12/22,88.69,94.95,88.45,78.37,65.93,38.94,33.75,83.33,82.09,88.93,82.12,69.08,53.52,26.39,22.7,77.44,15.9,25.32,25.23,21.95,16.23,5.09,0.76,10.56
2/13/22,88.91,95.14,88.64,78.64,66.23,39.24,34.21,83.59,82.25,89.07,82.24,69.24,53.71,26.57,22.76,77.56,16.34,25.91,25.72,22.24,16.37,5.13,0.78,10.85
2/14/22,89.25,95.48,89.09,79.41,67.29,40.33,34.96,83.84,82.41,89.24,82.45,69.6,54.24,27.06,22.82,77.72,16.83,26.61,26.43,22.8,16.79,5.25,0.8,11.16
2/15/22,89.59,95.81,89.48,80.06,68.24,41.35,35.89,84.11,82.62,89.44,82.66,69.97,54.75,27.56,22.88,77.87,17.34,27.31,27.11,23.35,17.19,5.38,0.82,11.47
2/16/22,89.97,96.15,89.88,80.7,69.19,42.34,36.92,84.4,82.82,89.62,82.88,70.3,55.23,28.05,22.93,78.04,17.86,28.03,27.83,23.95,17.61,5.5,0.84,11.8
2/17/22,90.35,96.48,90.26,81.29,70.03,43.23,38.11,84.68,83.02,89.81,83.09,70.62,55.67,28.49,23.06,78.23,18.43,28.8,28.56,24.49,17.98,5.61,0.86,12.14
2/18/22,90.73,96.83,90.65,81.89,70.86,44.14,39.1,84.91,83.29,90.09,83.35,70.98,56.14,28.95,23.23,78.44,19.0,29.6,29.33,25.06,18.36,5.72,0.89,12.43
2/19/22,91.05,97.1,90.91,82.25,71.33,44.75,39.73,85.14,83.56,90.34,83.58,71.25,56.45,29.28,23.35,78.59,19.49,30.26,29.9,25.43,18.58,5.79,0.91,12.71
2/20/22,91.29,97.28,91.06,82.41,71.52,44.93,40.51,85.5,83.73,90.48,83.7,71.38,56.57,29.4,23.46,78.68,19.95,30.82,30.37,25.7,18.72,5.83,0.93,13.04
2/21/22,91.72,97.6,91.45,82.92,72.13,45.56,41.34,85.85,83.86,90.61,83.85,71.61,56.89,29.72,23.58,78.75,20.48,31.52,31.07,26.24,19.09,5.94,0.95,13.33
2/22/22,92.16,97.96,91.88,83.5,72.88,46.4,42.24,86.25,83.96,90.72,83.98,71.83,57.21,30.04,23.71,78.81,20.96,32.17,31.71,26.76,19.45,6.05,0.97,13.67
2/23/22,92.65,98.37,92.33,84.15,73.75,47.32,43.29,86.63,84.05,90.81,84.09,72.01,57.47,30.35,23.84,78.9,21.51,32.84,32.37,27.32,19.88,6.19,1.0,14.07
2/24/22,93.09,98.72,92.69,84.66,74.46,48.29,44.38,86.86,84.17,90.94,84.22,72.21,57.75,30.66,24.05,79.02,22.12,33.62,33.1,27.88,20.3,6.33,1.03,14.46
2/25/22,93.42,99.0,92.97,85.09,75.11,49.21,45.44,87.03,84.34,91.12,84.42,72.46,58.08,31.01,24.36,79.19,22.78,34.53,33.91,28.5,20.76,6.47,1.06,14.83
2/26/22,93.64,99.17,93.14,85.37,75.56,49.92,46.2,87.19,84.55,91.32,84.61,72.69,58.34,31.26,24.56,79.29,23.4,35.35,34.59,29.01,21.14,6.62,1.09,15.2
2/27/22,93.82,99.31,93.25,85.53,75.77,50.21,47.07,87.42,84.68,91.44,84.71,72.8,58.45,31.37,24.67,79.39,23.97,36.04,35.12,29.42,21.41,6.71,1.12,15.6
2/28/22,94.09,99.53,93.5,85.92,76.34,51.07,47.9,87.6,84.81,91.56,84.85,73.02,58.72,31.63,24.76,79.47,24.62,36.83,35.9,30.18,22.1,6.97,1.16,16.03
3/1/22,94.31,99.72,93.74,86.24,76.8,51.84,48.72,87.75,84.91,91.66,84.96,73.19,58.93,31.81,24.83,79.56,25.24,37.61,36.65,30.91,22.76,7.22,1.19,16.49
3/2/22,94.49,99.88,93.93,86.52,77.21,52.47,49.52,87.89,85.01,91.75,85.06,73.36,59.13,31.99,24.91,79.67,25.85,38.35,37.39,31.62,23.37,7.44,1.22,16.97
3/3/22,94.66,100.02,94.1,86.76,77.58,53.13,50.48,88.01,85.14,91.86,85.19,73.56,59.37,32.19,25.03,79.8,26.55,39.19,38.2,32.36,23.98,7.68,1.26,17.45
3/4/22,94.81,100.15,94.23,86.97,77.92,53.7,51.56,88.09,85.33,92.04,85.36,73.81,59.69,32.47,25.23,79.94,27.27,40.11,39.02,33.08,24.57,7.94,1.31,17.89
3/5/22,94.93,100.24,94.32,87.11,78.16,54.18,52.46,88.16,85.52,92.22,85.53,74.04,59.97,32.71,25.4,80.05,27.93,40.96,39.75,33.81,25.24,8.28,1.36,18.31
3/6/22,95.02,100.31,94.39,87.19,78.29,54.43,53.29,88.26,85.65,92.33,85.63,74.17,60.12,32.85,25.55,80.15,28.54,41.68,40.35,34.36,25.65,8.5,1.4,18.73
3/7/22,95.14,100.41,94.52,87.38,78.6,55.04,54.04,88.36,85.79,92.49,85.82,74.51,60.57,33.28,25.72,80.26,29.14,42.41,41.11,35.29,26.63,8.99,1.44,19.14
3/8/22,95.26,100.51,94.64,87.53,78.86,55.58,54.64,88.44,85.94,92.64,86.02,74.86,61.08,33.77,25.88,80.38,29.71,43.13,41.81,36.13,27.4,9.41,1.48,19.55
3/9/22,95.36,100.59,94.73,87.66,79.06,56.04,55.21,88.52,86.11,92.82,86.26,75.3,61.73,34.39,26.04,80.51,30.28,43.81,42.47,36.79,28.03,9.75,1.52,20.01
3/10/22,95.44,100.66,94.81,87.78,79.27,56.51,55.73,88.58,86.3,93.02,86.53,75.77,62.45,35.08,26.23,80.68,30.9,44.55,43.18,37.45,28.58,10.08,1.66,20.43
3/11/22,95.51,100.72,94.89,87.89,79.46,56.91,56.27,88.63,86.55,93.28,86.84,76.3,63.21,35.84,26.49,80.85,31.52,45.33,43.92,38.13,29.15,10.36,1.88,20.82
3/12/22,95.57,100.77,94.94,87.96,79.59,57.18,56.67,88.68,86.8,93.52,87.09,76.65,63.67,36.33,26.68,80.97,32.07,46.01,44.52,38.64,29.56,10.59,2.1,21.19
3/13/22,95.62,100.8,94.97,88.01,79.67,57.33,57.08,88.74,86.96,93.64,87.22,76.82,63.88,36.56,26.97,81.12,32.56,46.6,45.03,39.07,29.87,10.75,2.25,21.59
3/14/22,95.68,100.86,95.04,88.1,79.83,57.69,57.44,88.79,87.16,93.85,87.51,77.29,64.58,37.25,27.39,81.26,33.07,47.21,45.62,39.65,30.39,11.03,2.4,21.94
3/15/22,95.74,100.91,95.1,88.19,79.98,58.05,57.72,88.84,87.36,94.06,87.78,77.74,65.24,37.97,27.84,81.41,33.53,47.79,46.2,40.21,30.88,11.27,2.55,22.32
3/16/22,95.79,100.95,95.16,88.26,80.12,58.32,57.99,88.89,87.57,94.27,88.04,78.16,65.89,38.61,28.38,81.58,34.01,48.35,46.75,40.71,31.32,11.51,2.7,22.74
3/17/22,95.85,101.0,95.21,88.33,80.23,58.54,58.25,88.93,87.8,94.48,88.29,78.56,66.48,39.23,29.07,81.77,34.54,48.94,47.33,41.18,31.7,11.71,2.84,23.11
3/18/22,95.9,101.04,95.26,88.4,80.35,58.76,58.47,88.97,88.1,94.75,88.59,79.0,67.11,39.91,29.68,81.96,35.07,49.59,47.93,41.67,32.08,11.92,3.03,23.47
3/19/22,95.95,101.08,95.29,88.44,80.44,58.92,58.64,89.0,88.38,94.99,88.83,79.29,67.48,40.33,30.02,82.09,35.57,50.17,48.43,42.07,32.35,12.07,3.21,23.82
3/20/22,95.99,101.1,95.31,88.47,80.47,58.99,58.82,89.04,88.54,95.11,88.95,79.43,67.63,40.51,30.55,82.26,36.01,50.66,48.84,42.35,32.53,12.16,3.36,24.24
3/21/22,96.04,101.14,95.37,88.54,80.6,59.21,59.01,89.1,88.76,95.32,89.21,79.81,68.17,41.07,31.07,82.4,36.5,51.24,49.45,42.9,33.0,12.41,3.53,24.62
3/22/22,96.09,101.18,95.42,88.62,80.73,59.45,59.19,89.13,88.95,95.51,89.46,80.2,68.71,41.66,31.57,82.53,36.96,51.78,50.03,43.41,33.42,12.65,3.68,25.0
3/23/22,96.13,101.22,95.46,88.67,80.82,59.6,59.34,89.17,89.14,95.69,89.68,80.54,69.24,42.25,32.17,82.67,37.41,52.29,50.57,43.84,33.75,12.81,3.82,25.47
3/24/22,96.18,101.25,95.5,88.73,80.91,59.76,59.51,89.22,89.32,95.86,89.88,80.85,69.71,42.86,32.89,82.84,37.96,52.87,51.13,44.24,34.03,12.97,3.98,25.93
3/25/22,96.22,101.29,95.54,88.78,80.99,59.95,59.68,89.25,89.57,96.09,90.12,81.19,70.2,43.49,33.55,82.99,38.55,53.54,51.75,44.67,34.32,13.12,4.17,26.37
3/26/22,96.27,101.32,95.56,88.82,81.06,60.08,59.79,89.28,89.78,96.27,90.29,81.42,70.56,43.97,34.0,83.08,39.1,54.16,52.29,45.04,34.55,13.25,4.34,26.74
3/27/22,96.3,101.34,95.58,88.84,81.09,60.13,59.91,89.31,89.9,96.35,90.37,81.53,70.7,44.15,34.58,83.2,39.54,54.63,52.69,45.29,34.71,13.33,4.48,27.11
